SALE_DATE,CATEGORY,SUBCATEGORY,SALES
2008-09-08,PRO EDITION,PRO ADMIN,37.130816653
2008-09-08,PRO EDITION,PRO DEVELOPER,61.884694421
2008-09-08,PRO EDITION,PRO CONSUMER,24.753877768
2008-09-08,ENTERPRISE,ENTERPRISE ADMIN,39.919750362
2008-09-08,ENTERPRISE,ENTERPRISE DEVELOPER,53.226333815
2008-09-08,ENTERPRISE,ENTERPRISE COLLABORATOR,26.613166908
2008-09-08,ENTERPRISE,ENTERPRISE CONSUMER,13.306583454
2008-09-09,PRO EDITION,PRO ADMIN,42.865990562
2008-09-09,PRO EDITION,PRO DEVELOPER,71.443317604
2008-09-09,PRO EDITION,PRO CONSUMER,28.577327042
2008-09-09,ENTERPRISE,ENTERPRISE ADMIN,46.085699064
2008-09-09,ENTERPRISE,ENTERPRISE DEVELOPER,61.447598752
2008-09-09,ENTERPRISE,ENTERPRISE COLLABORATOR,30.723799376
2008-09-09,ENTERPRISE,ENTERPRISE CONSUMER,15.361899688
2008-09-10,PRO EDITION,PRO ADMIN,51.025310145
2008-09-10,PRO EDITION,PRO DEVELOPER,85.042183576
2008-09-10,PRO EDITION,PRO CONSUMER,34.01687343
2008-09-10,ENTERPRISE,ENTERPRISE ADMIN,54.857873506
2008-09-10,ENTERPRISE,ENTERPRISE DEVELOPER,73.143831342
2008-09-10,ENTERPRISE,ENTERPRISE COLLABORATOR,36.571915671
2008-09-10,ENTERPRISE,ENTERPRISE CONSUMER,18.285957835
2008-09-11,PRO EDITION,PRO ADMIN,24.418833245
2008-09-11,PRO EDITION,PRO DEVELOPER,40.698055408
2008-09-11,PRO EDITION,PRO CONSUMER,16.279222163
2008-09-11,ENTERPRISE,ENTERPRISE ADMIN,26.252956846
2008-09-11,ENTERPRISE,ENTERPRISE DEVELOPER,35.003942461
2008-09-11,ENTERPRISE,ENTERPRISE COLLABORATOR,17.501971231
2008-09-11,ENTERPRISE,ENTERPRISE CONSUMER,8.750985615
2008-09-12,PRO EDITION,PRO ADMIN,40.264468377
2008-09-12,PRO EDITION,PRO DEVELOPER,67.107447294
2008-09-12,PRO EDITION,PRO CONSUMER,26.842978918
2008-09-12,ENTERPRISE,ENTERPRISE ADMIN,43.288773879
2008-09-12,ENTERPRISE,ENTERPRISE DEVELOPER,57.718365172
2008-09-12,ENTERPRISE,ENTERPRISE COLLABORATOR,28.859182586
2008-09-12,ENTERPRISE,ENTERPRISE CONSUMER,14.429591293
2008-09-13,PRO EDITION,PRO ADMIN,57.706492123
2008-09-13,PRO EDITION,PRO DEVELOPER,96.177486871
2008-09-13,PRO EDITION,PRO CONSUMER,38.470994748
2008-09-13,ENTERPRISE,ENTERPRISE ADMIN,62.040885912
2008-09-13,ENTERPRISE,ENTERPRISE DEVELOPER,82.721181216
2008-09-13,ENTERPRISE,ENTERPRISE COLLABORATOR,41.360590608
2008-09-13,ENTERPRISE,ENTERPRISE CONSUMER,20.680295304
2008-09-14,PRO EDITION,PRO ADMIN,43.752873126
2008-09-14,PRO EDITION,PRO DEVELOPER,72.92145521
2008-09-14,PRO EDITION,PRO CONSUMER,29.168582084
2008-09-14,ENTERPRISE,ENTERPRISE ADMIN,47.039196286
2008-09-14,ENTERPRISE,ENTERPRISE DEVELOPER,62.718928381
2008-09-14,ENTERPRISE,ENTERPRISE COLLABORATOR,31.359464191
2008-09-14,ENTERPRISE,ENTERPRISE CONSUMER,15.679732095
2008-09-15,PRO EDITION,PRO ADMIN,43.575496613
2008-09-15,PRO EDITION,PRO DEVELOPER,72.625827689
2008-09-15,PRO EDITION,PRO CONSUMER,29.050331075
2008-09-15,ENTERPRISE,ENTERPRISE ADMIN,46.848496841
2008-09-15,ENTERPRISE,ENTERPRISE DEVELOPER,62.464662455
2008-09-15,ENTERPRISE,ENTERPRISE COLLABORATOR,31.232331228
2008-09-15,ENTERPRISE,ENTERPRISE CONSUMER,15.616165614
2008-09-16,PRO EDITION,PRO ADMIN,8.809700129
2008-09-16,PRO EDITION,PRO DEVELOPER,14.682833549
2008-09-16,PRO EDITION,PRO CONSUMER,5.87313342
2008-09-16,ENTERPRISE,ENTERPRISE ADMIN,9.471405739
2008-09-16,ENTERPRISE,ENTERPRISE DEVELOPER,12.628540985
2008-09-16,ENTERPRISE,ENTERPRISE COLLABORATOR,6.314270492
2008-09-16,ENTERPRISE,ENTERPRISE CONSUMER,3.157135246
2008-09-17,PRO EDITION,PRO ADMIN,54.986718928
2008-09-17,PRO EDITION,PRO DEVELOPER,91.644531547
2008-09-17,PRO EDITION,PRO CONSUMER,36.657812619
2008-09-17,ENTERPRISE,ENTERPRISE ADMIN,59.116827765
2008-09-17,ENTERPRISE,ENTERPRISE DEVELOPER,78.82243702
2008-09-17,ENTERPRISE,ENTERPRISE COLLABORATOR,39.41121851
2008-09-17,ENTERPRISE,ENTERPRISE CONSUMER,19.705609255
2008-09-18,PRO EDITION,PRO ADMIN,27.788986985
2008-09-18,PRO EDITION,PRO DEVELOPER,46.314978309
2008-09-18,PRO EDITION,PRO CONSUMER,18.525991324
2008-09-18,ENTERPRISE,ENTERPRISE ADMIN,29.87624629
2008-09-18,ENTERPRISE,ENTERPRISE DEVELOPER,39.834995053
2008-09-18,ENTERPRISE,ENTERPRISE COLLABORATOR,19.917497526
2008-09-18,ENTERPRISE,ENTERPRISE CONSUMER,9.958748763
2008-09-19,PRO EDITION,PRO ADMIN,2.956275211
2008-09-19,PRO EDITION,PRO DEVELOPER,4.927125352
2008-09-19,PRO EDITION,PRO CONSUMER,1.970850141
2008-09-19,ENTERPRISE,ENTERPRISE ADMIN,3.178324073
2008-09-19,ENTERPRISE,ENTERPRISE DEVELOPER,4.237765431
2008-09-19,ENTERPRISE,ENTERPRISE COLLABORATOR,2.118882716
2008-09-19,ENTERPRISE,ENTERPRISE CONSUMER,1.059441358
2008-09-20,PRO EDITION,PRO ADMIN,2.542396682
2008-09-20,PRO EDITION,PRO DEVELOPER,4.237327803
2008-09-20,PRO EDITION,PRO CONSUMER,1.694931121
2008-09-20,ENTERPRISE,ENTERPRISE ADMIN,2.733358703
2008-09-20,ENTERPRISE,ENTERPRISE DEVELOPER,3.644478271
2008-09-20,ENTERPRISE,ENTERPRISE COLLABORATOR,1.822239135
2008-09-20,ENTERPRISE,ENTERPRISE CONSUMER,0.9111195677
2008-09-21,PRO EDITION,PRO ADMIN,0.2956275211
2008-09-21,PRO EDITION,PRO DEVELOPER,0.4927125352
2008-09-21,PRO EDITION,PRO CONSUMER,0.1970850141
2008-09-21,ENTERPRISE,ENTERPRISE ADMIN,0.3178324073
2008-09-21,ENTERPRISE,ENTERPRISE DEVELOPER,0.4237765431
2008-09-21,ENTERPRISE,ENTERPRISE COLLABORATOR,0.2118882716
2008-09-21,ENTERPRISE,ENTERPRISE CONSUMER,0.1059441358
2008-09-22,PRO EDITION,PRO ADMIN,26.488225892
2008-09-22,PRO EDITION,PRO DEVELOPER,44.147043154
2008-09-22,PRO EDITION,PRO CONSUMER,17.658817262
2008-09-22,ENTERPRISE,ENTERPRISE ADMIN,28.477783697
2008-09-22,ENTERPRISE,ENTERPRISE DEVELOPER,37.970378263
2008-09-22,ENTERPRISE,ENTERPRISE COLLABORATOR,18.985189132
2008-09-22,ENTERPRISE,ENTERPRISE CONSUMER,9.492594566
2008-09-23,PRO EDITION,PRO ADMIN,2.128518152
2008-09-23,PRO EDITION,PRO DEVELOPER,3.547530253
2008-09-23,PRO EDITION,PRO CONSUMER,1.419012101
2008-09-23,ENTERPRISE,ENTERPRISE ADMIN,2.288393333
2008-09-23,ENTERPRISE,ENTERPRISE DEVELOPER,3.05119111
2008-09-23,ENTERPRISE,ENTERPRISE COLLABORATOR,1.525595555
2008-09-23,ENTERPRISE,ENTERPRISE CONSUMER,0.7627977776
2008-09-24,PRO EDITION,PRO ADMIN,23.177197656
2008-09-24,PRO EDITION,PRO DEVELOPER,38.62866276
2008-09-24,PRO EDITION,PRO CONSUMER,15.451465104
2008-09-24,ENTERPRISE,ENTERPRISE ADMIN,24.918060735
2008-09-24,ENTERPRISE,ENTERPRISE DEVELOPER,33.22408098
2008-09-24,ENTERPRISE,ENTERPRISE COLLABORATOR,16.61204049
2008-09-24,ENTERPRISE,ENTERPRISE CONSUMER,8.306020245
2008-09-25,PRO EDITION,PRO ADMIN,31.277391735
2008-09-25,PRO EDITION,PRO DEVELOPER,52.128986224
2008-09-25,PRO EDITION,PRO CONSUMER,20.85159449
2008-09-25,ENTERPRISE,ENTERPRISE ADMIN,33.626668696
2008-09-25,ENTERPRISE,ENTERPRISE DEVELOPER,44.835558262
2008-09-25,ENTERPRISE,ENTERPRISE COLLABORATOR,22.417779131
2008-09-25,ENTERPRISE,ENTERPRISE CONSUMER,11.208889565
2008-09-26,PRO EDITION,PRO ADMIN,57.647366618
2008-09-26,PRO EDITION,PRO DEVELOPER,96.078944364
2008-09-26,PRO EDITION,PRO CONSUMER,38.431577746
2008-09-26,ENTERPRISE,ENTERPRISE ADMIN,61.977319431
2008-09-26,ENTERPRISE,ENTERPRISE DEVELOPER,82.636425908
2008-09-26,ENTERPRISE,ENTERPRISE COLLABORATOR,41.318212954
2008-09-26,ENTERPRISE,ENTERPRISE CONSUMER,20.659106477
2008-09-27,PRO EDITION,PRO ADMIN,15.017878073
2008-09-27,PRO EDITION,PRO DEVELOPER,25.029796788
2008-09-27,PRO EDITION,PRO CONSUMER,10.011918715
2008-09-27,ENTERPRISE,ENTERPRISE ADMIN,16.145886293
2008-09-27,ENTERPRISE,ENTERPRISE DEVELOPER,21.52784839
2008-09-27,ENTERPRISE,ENTERPRISE COLLABORATOR,10.763924195
2008-09-27,ENTERPRISE,ENTERPRISE CONSUMER,5.381962098
2008-09-28,PRO EDITION,PRO ADMIN,4.789165842
2008-09-28,PRO EDITION,PRO DEVELOPER,7.98194307
2008-09-28,PRO EDITION,PRO CONSUMER,3.192777228
2008-09-28,ENTERPRISE,ENTERPRISE ADMIN,5.148884999
2008-09-28,ENTERPRISE,ENTERPRISE DEVELOPER,6.865179998
2008-09-28,ENTERPRISE,ENTERPRISE COLLABORATOR,3.432589999
2008-09-28,ENTERPRISE,ENTERPRISE CONSUMER,1.716295
2008-09-29,PRO EDITION,PRO ADMIN,0.3547530253
2008-09-29,PRO EDITION,PRO DEVELOPER,0.5912550422
2008-09-29,PRO EDITION,PRO CONSUMER,0.2365020169
2008-09-29,ENTERPRISE,ENTERPRISE ADMIN,0.3813988888
2008-09-29,ENTERPRISE,ENTERPRISE DEVELOPER,0.5085318517
2008-09-29,ENTERPRISE,ENTERPRISE COLLABORATOR,0.2542659259
2008-09-29,ENTERPRISE,ENTERPRISE CONSUMER,0.1271329629
2008-09-30,PRO EDITION,PRO ADMIN,6.208177944
2008-09-30,PRO EDITION,PRO DEVELOPER,10.346963239
2008-09-30,PRO EDITION,PRO CONSUMER,4.138785296
2008-09-30,ENTERPRISE,ENTERPRISE ADMIN,6.674480554
2008-09-30,ENTERPRISE,ENTERPRISE DEVELOPER,8.899307405
2008-09-30,ENTERPRISE,ENTERPRISE COLLABORATOR,4.449653703
2008-09-30,ENTERPRISE,ENTERPRISE CONSUMER,2.224826851
2008-10-01,PRO EDITION,PRO ADMIN,38.675942261
2008-10-01,PRO EDITION,PRO DEVELOPER,64.459903769
2008-10-01,PRO EDITION,PRO CONSUMER,25.783961508
2008-10-01,ENTERPRISE,ENTERPRISE ADMIN,41.891459503
2008-10-01,ENTERPRISE,ENTERPRISE DEVELOPER,55.855279337
2008-10-01,ENTERPRISE,ENTERPRISE COLLABORATOR,27.927639669
2008-10-01,ENTERPRISE,ENTERPRISE CONSUMER,13.963819834
2008-10-02,PRO EDITION,PRO ADMIN,37.120609463
2008-10-02,PRO EDITION,PRO DEVELOPER,61.867682438
2008-10-02,PRO EDITION,PRO CONSUMER,24.747072975
2008-10-02,ENTERPRISE,ENTERPRISE ADMIN,40.206816359
2008-10-02,ENTERPRISE,ENTERPRISE DEVELOPER,53.609088479
2008-10-02,ENTERPRISE,ENTERPRISE COLLABORATOR,26.80454424
2008-10-02,ENTERPRISE,ENTERPRISE CONSUMER,13.40227212
2008-10-03,PRO EDITION,PRO ADMIN,45.571251002
2008-10-03,PRO EDITION,PRO DEVELOPER,75.952085004
2008-10-03,PRO EDITION,PRO CONSUMER,30.380834002
2008-10-03,ENTERPRISE,ENTERPRISE ADMIN,49.360044106
2008-10-03,ENTERPRISE,ENTERPRISE DEVELOPER,65.813392141
2008-10-03,ENTERPRISE,ENTERPRISE COLLABORATOR,32.906696071
2008-10-03,ENTERPRISE,ENTERPRISE CONSUMER,16.453348035
2008-10-04,PRO EDITION,PRO ADMIN,41.631074579
2008-10-04,PRO EDITION,PRO DEVELOPER,69.385124298
2008-10-04,PRO EDITION,PRO CONSUMER,27.754049719
2008-10-04,ENTERPRISE,ENTERPRISE ADMIN,45.092281476
2008-10-04,ENTERPRISE,ENTERPRISE DEVELOPER,60.123041967
2008-10-04,ENTERPRISE,ENTERPRISE COLLABORATOR,30.061520984
2008-10-04,ENTERPRISE,ENTERPRISE CONSUMER,15.030760492
2008-10-05,PRO EDITION,PRO ADMIN,3.940176423
2008-10-05,PRO EDITION,PRO DEVELOPER,6.566960706
2008-10-05,PRO EDITION,PRO CONSUMER,2.626784282
2008-10-05,ENTERPRISE,ENTERPRISE ADMIN,4.26776263
2008-10-05,ENTERPRISE,ENTERPRISE DEVELOPER,5.690350174
2008-10-05,ENTERPRISE,ENTERPRISE COLLABORATOR,2.845175087
2008-10-05,ENTERPRISE,ENTERPRISE CONSUMER,1.422587543
2008-10-06,PRO EDITION,PRO ADMIN,19.752726544
2008-10-06,PRO EDITION,PRO DEVELOPER,32.921210906
2008-10-06,PRO EDITION,PRO CONSUMER,13.168484362
2008-10-06,ENTERPRISE,ENTERPRISE ADMIN,21.394967923
2008-10-06,ENTERPRISE,ENTERPRISE DEVELOPER,28.526623897
2008-10-06,ENTERPRISE,ENTERPRISE COLLABORATOR,14.263311949
2008-10-06,ENTERPRISE,ENTERPRISE CONSUMER,7.131655974
2008-10-07,PRO EDITION,PRO ADMIN,4.199398557
2008-10-07,PRO EDITION,PRO DEVELOPER,6.998997594
2008-10-07,PRO EDITION,PRO CONSUMER,2.799599038
2008-10-07,ENTERPRISE,ENTERPRISE ADMIN,4.548536488
2008-10-07,ENTERPRISE,ENTERPRISE DEVELOPER,6.064715317
2008-10-07,ENTERPRISE,ENTERPRISE COLLABORATOR,3.032357658
2008-10-07,ENTERPRISE,ENTERPRISE CONSUMER,1.516178829
2008-10-08,PRO EDITION,PRO ADMIN,36.86138733
2008-10-08,PRO EDITION,PRO DEVELOPER,61.435645549
2008-10-08,PRO EDITION,PRO CONSUMER,24.57425822
2008-10-08,ENTERPRISE,ENTERPRISE ADMIN,39.926042502
2008-10-08,ENTERPRISE,ENTERPRISE DEVELOPER,53.234723336
2008-10-08,ENTERPRISE,ENTERPRISE COLLABORATOR,26.617361668
2008-10-08,ENTERPRISE,ENTERPRISE CONSUMER,13.308680834
2008-10-09,PRO EDITION,PRO ADMIN,13.272173216
2008-10-09,PRO EDITION,PRO DEVELOPER,22.120288693
2008-10-09,PRO EDITION,PRO CONSUMER,8.848115477
2008-10-09,ENTERPRISE,ENTERPRISE ADMIN,14.375621492
2008-10-09,ENTERPRISE,ENTERPRISE DEVELOPER,19.167495322
2008-10-09,ENTERPRISE,ENTERPRISE COLLABORATOR,9.583747661
2008-10-09,ENTERPRISE,ENTERPRISE CONSUMER,4.791873831
2008-10-10,PRO EDITION,PRO ADMIN,10.939174018
2008-10-10,PRO EDITION,PRO DEVELOPER,18.231956696
2008-10-10,PRO EDITION,PRO CONSUMER,7.292782678
2008-10-10,ENTERPRISE,ENTERPRISE ADMIN,11.848656776
2008-10-10,ENTERPRISE,ENTERPRISE DEVELOPER,15.798209035
2008-10-10,ENTERPRISE,ENTERPRISE COLLABORATOR,7.899104518
2008-10-10,ENTERPRISE,ENTERPRISE CONSUMER,3.949552259
2008-10-11,PRO EDITION,PRO ADMIN,21.359903769
2008-10-11,PRO EDITION,PRO DEVELOPER,35.599839615
2008-10-11,PRO EDITION,PRO CONSUMER,14.239935846
2008-10-11,ENTERPRISE,ENTERPRISE ADMIN,23.135765838
2008-10-11,ENTERPRISE,ENTERPRISE DEVELOPER,30.847687784
2008-10-11,ENTERPRISE,ENTERPRISE COLLABORATOR,15.423843892
2008-10-11,ENTERPRISE,ENTERPRISE CONSUMER,7.711921946
2008-10-12,PRO EDITION,PRO ADMIN,41.993985565
2008-10-12,PRO EDITION,PRO DEVELOPER,69.989975942
2008-10-12,PRO EDITION,PRO CONSUMER,27.995990377
2008-10-12,ENTERPRISE,ENTERPRISE ADMIN,45.485364876
2008-10-12,ENTERPRISE,ENTERPRISE DEVELOPER,60.647153168
2008-10-12,ENTERPRISE,ENTERPRISE COLLABORATOR,30.323576584
2008-10-12,ENTERPRISE,ENTERPRISE CONSUMER,15.161788292
2008-10-13,PRO EDITION,PRO ADMIN,50.185404972
2008-10-13,PRO EDITION,PRO DEVELOPER,83.64234162
2008-10-13,PRO EDITION,PRO CONSUMER,33.456936648
2008-10-13,ENTERPRISE,ENTERPRISE ADMIN,54.357818765
2008-10-13,ENTERPRISE,ENTERPRISE DEVELOPER,72.477091687
2008-10-13,ENTERPRISE,ENTERPRISE COLLABORATOR,36.238545843
2008-10-13,ENTERPRISE,ENTERPRISE CONSUMER,18.119272922
2008-10-14,PRO EDITION,PRO ADMIN,7.465597434
2008-10-14,PRO EDITION,PRO DEVELOPER,12.44266239
2008-10-14,PRO EDITION,PRO CONSUMER,4.977064956
2008-10-14,ENTERPRISE,ENTERPRISE ADMIN,8.086287089
2008-10-14,ENTERPRISE,ENTERPRISE DEVELOPER,10.781716119
2008-10-14,ENTERPRISE,ENTERPRISE COLLABORATOR,5.390858059
2008-10-14,ENTERPRISE,ENTERPRISE CONSUMER,2.69542903
2008-10-15,PRO EDITION,PRO ADMIN,26.285124298
2008-10-15,PRO EDITION,PRO DEVELOPER,43.808540497
2008-10-15,PRO EDITION,PRO CONSUMER,17.523416199
2008-10-15,ENTERPRISE,ENTERPRISE ADMIN,28.470469126
2008-10-15,ENTERPRISE,ENTERPRISE DEVELOPER,37.960625501
2008-10-15,ENTERPRISE,ENTERPRISE COLLABORATOR,18.980312751
2008-10-15,ENTERPRISE,ENTERPRISE CONSUMER,9.490156375
2008-10-16,PRO EDITION,PRO ADMIN,44.68989575
2008-10-16,PRO EDITION,PRO DEVELOPER,74.483159583
2008-10-16,PRO EDITION,PRO CONSUMER,29.793263833
2008-10-16,ENTERPRISE,ENTERPRISE ADMIN,48.405412991
2008-10-16,ENTERPRISE,ENTERPRISE DEVELOPER,64.540550655
2008-10-16,ENTERPRISE,ENTERPRISE COLLABORATOR,32.270275327
2008-10-16,ENTERPRISE,ENTERPRISE CONSUMER,16.135137664
2008-10-17,PRO EDITION,PRO ADMIN,10.265196472
2008-10-17,PRO EDITION,PRO DEVELOPER,17.108660786
2008-10-17,PRO EDITION,PRO CONSUMER,6.843464314
2008-10-17,ENTERPRISE,ENTERPRISE ADMIN,11.118644747
2008-10-17,ENTERPRISE,ENTERPRISE DEVELOPER,14.824859663
2008-10-17,ENTERPRISE,ENTERPRISE COLLABORATOR,7.412429832
2008-10-17,ENTERPRISE,ENTERPRISE CONSUMER,3.706214916
2008-10-18,PRO EDITION,PRO ADMIN,34.787610265
2008-10-18,PRO EDITION,PRO DEVELOPER,57.979350441
2008-10-18,PRO EDITION,PRO CONSUMER,23.191740176
2008-10-18,ENTERPRISE,ENTERPRISE ADMIN,37.679851644
2008-10-18,ENTERPRISE,ENTERPRISE DEVELOPER,50.239802192
2008-10-18,ENTERPRISE,ENTERPRISE COLLABORATOR,25.119901096
2008-10-18,ENTERPRISE,ENTERPRISE CONSUMER,12.559950548
2008-10-19,PRO EDITION,PRO ADMIN,15.9680834
2008-10-19,PRO EDITION,PRO DEVELOPER,26.613472334
2008-10-19,PRO EDITION,PRO CONSUMER,10.645388933
2008-10-19,ENTERPRISE,ENTERPRISE ADMIN,17.295669607
2008-10-19,ENTERPRISE,ENTERPRISE DEVELOPER,23.060892809
2008-10-19,ENTERPRISE,ENTERPRISE COLLABORATOR,11.530446405
2008-10-19,ENTERPRISE,ENTERPRISE CONSUMER,5.765223202
2008-10-20,PRO EDITION,PRO ADMIN,35.202365678
2008-10-20,PRO EDITION,PRO DEVELOPER,58.670609463
2008-10-20,PRO EDITION,PRO CONSUMER,23.468243785
2008-10-20,ENTERPRISE,ENTERPRISE ADMIN,38.129089816
2008-10-20,ENTERPRISE,ENTERPRISE DEVELOPER,50.838786421
2008-10-20,ENTERPRISE,ENTERPRISE COLLABORATOR,25.41939321
2008-10-20,ENTERPRISE,ENTERPRISE CONSUMER,12.709696605
2008-10-21,PRO EDITION,PRO ADMIN,38.416720128
2008-10-21,PRO EDITION,PRO DEVELOPER,64.027866881
2008-10-21,PRO EDITION,PRO CONSUMER,25.611146752
2008-10-21,ENTERPRISE,ENTERPRISE ADMIN,41.610685646
2008-10-21,ENTERPRISE,ENTERPRISE DEVELOPER,55.480914194
2008-10-21,ENTERPRISE,ENTERPRISE COLLABORATOR,27.740457097
2008-10-21,ENTERPRISE,ENTERPRISE CONSUMER,13.870228549
2008-10-22,PRO EDITION,PRO ADMIN,8.398797113
2008-10-22,PRO EDITION,PRO DEVELOPER,13.997995188
2008-10-22,PRO EDITION,PRO CONSUMER,5.599198075
2008-10-22,ENTERPRISE,ENTERPRISE ADMIN,9.097072975
2008-10-22,ENTERPRISE,ENTERPRISE DEVELOPER,12.129430634
2008-10-22,ENTERPRISE,ENTERPRISE COLLABORATOR,6.064715317
2008-10-22,ENTERPRISE,ENTERPRISE CONSUMER,3.032357658
2008-10-23,PRO EDITION,PRO ADMIN,22.293103448
2008-10-23,PRO EDITION,PRO DEVELOPER,37.155172414
2008-10-23,PRO EDITION,PRO CONSUMER,14.862068966
2008-10-23,ENTERPRISE,ENTERPRISE ADMIN,24.146551724
2008-10-23,ENTERPRISE,ENTERPRISE DEVELOPER,32.195402299
2008-10-23,ENTERPRISE,ENTERPRISE COLLABORATOR,16.097701149
2008-10-23,ENTERPRISE,ENTERPRISE CONSUMER,8.048850575
2008-10-24,PRO EDITION,PRO ADMIN,12.183440257
2008-10-24,PRO EDITION,PRO DEVELOPER,20.305733761
2008-10-24,PRO EDITION,PRO CONSUMER,8.122293504
2008-10-24,ENTERPRISE,ENTERPRISE ADMIN,13.196371291
2008-10-24,ENTERPRISE,ENTERPRISE DEVELOPER,17.595161721
2008-10-24,ENTERPRISE,ENTERPRISE COLLABORATOR,8.797580861
2008-10-24,ENTERPRISE,ENTERPRISE CONSUMER,4.39879043
2008-10-25,PRO EDITION,PRO ADMIN,8.45064154
2008-10-25,PRO EDITION,PRO DEVELOPER,14.084402566
2008-10-25,PRO EDITION,PRO CONSUMER,5.633761026
2008-10-25,ENTERPRISE,ENTERPRISE ADMIN,9.153227747
2008-10-25,ENTERPRISE,ENTERPRISE DEVELOPER,12.204303662
2008-10-25,ENTERPRISE,ENTERPRISE COLLABORATOR,6.102151831
2008-10-25,ENTERPRISE,ENTERPRISE CONSUMER,3.051075916
2008-10-26,PRO EDITION,PRO ADMIN,10.265196472
2008-10-26,PRO EDITION,PRO DEVELOPER,17.108660786
2008-10-26,PRO EDITION,PRO CONSUMER,6.843464314
2008-10-26,ENTERPRISE,ENTERPRISE ADMIN,11.118644747
2008-10-26,ENTERPRISE,ENTERPRISE DEVELOPER,14.824859663
2008-10-26,ENTERPRISE,ENTERPRISE COLLABORATOR,7.412429832
2008-10-26,ENTERPRISE,ENTERPRISE CONSUMER,3.706214916
2008-10-27,PRO EDITION,PRO ADMIN,40.490497193
2008-10-27,PRO EDITION,PRO DEVELOPER,67.484161989
2008-10-27,PRO EDITION,PRO CONSUMER,26.993664796
2008-10-27,ENTERPRISE,ENTERPRISE ADMIN,43.856876504
2008-10-27,ENTERPRISE,ENTERPRISE DEVELOPER,58.475835338
2008-10-27,ENTERPRISE,ENTERPRISE COLLABORATOR,29.237917669
2008-10-27,ENTERPRISE,ENTERPRISE CONSUMER,14.618958835
2008-10-28,PRO EDITION,PRO ADMIN,7.206375301
2008-10-28,PRO EDITION,PRO DEVELOPER,12.010625501
2008-10-28,PRO EDITION,PRO CONSUMER,4.8042502
2008-10-28,ENTERPRISE,ENTERPRISE ADMIN,7.805513232
2008-10-28,ENTERPRISE,ENTERPRISE DEVELOPER,10.407350976
2008-10-28,ENTERPRISE,ENTERPRISE COLLABORATOR,5.203675488
2008-10-28,ENTERPRISE,ENTERPRISE CONSUMER,2.601837744
2008-10-29,PRO EDITION,PRO ADMIN,31.365878107
2008-10-29,PRO EDITION,PRO DEVELOPER,52.276463512
2008-10-29,PRO EDITION,PRO CONSUMER,20.910585405
2008-10-29,ENTERPRISE,ENTERPRISE ADMIN,33.973636728
2008-10-29,ENTERPRISE,ENTERPRISE DEVELOPER,45.298182304
2008-10-29,ENTERPRISE,ENTERPRISE COLLABORATOR,22.649091152
2008-10-29,ENTERPRISE,ENTERPRISE CONSUMER,11.324545576
2008-10-30,PRO EDITION,PRO ADMIN,43.860384924
2008-10-30,PRO EDITION,PRO DEVELOPER,73.10064154
2008-10-30,PRO EDITION,PRO CONSUMER,29.240256616
2008-10-30,ENTERPRISE,ENTERPRISE ADMIN,47.506936648
2008-10-30,ENTERPRISE,ENTERPRISE DEVELOPER,63.342582197
2008-10-30,ENTERPRISE,ENTERPRISE COLLABORATOR,31.671291099
2008-10-30,ENTERPRISE,ENTERPRISE CONSUMER,15.835645549
2008-10-31,PRO EDITION,PRO ADMIN,12.701884523
2008-10-31,PRO EDITION,PRO DEVELOPER,21.169807538
2008-10-31,PRO EDITION,PRO CONSUMER,8.467923015
2008-10-31,ENTERPRISE,ENTERPRISE ADMIN,13.757919006
2008-10-31,ENTERPRISE,ENTERPRISE DEVELOPER,18.343892007
2008-10-31,ENTERPRISE,ENTERPRISE COLLABORATOR,9.171946004
2008-10-31,ENTERPRISE,ENTERPRISE CONSUMER,4.585973002
2008-11-01,PRO EDITION,PRO ADMIN,6.414712911
2008-11-01,PRO EDITION,PRO DEVELOPER,10.691188186
2008-11-01,PRO EDITION,PRO CONSUMER,4.276475274
2008-11-01,ENTERPRISE,ENTERPRISE ADMIN,7.386868068
2008-11-01,ENTERPRISE,ENTERPRISE DEVELOPER,9.849157424
2008-11-01,ENTERPRISE,ENTERPRISE COLLABORATOR,4.924578712
2008-11-01,ENTERPRISE,ENTERPRISE CONSUMER,2.462289356
2008-11-02,PRO EDITION,PRO ADMIN,18.588620626
2008-11-02,PRO EDITION,PRO DEVELOPER,30.981034377
2008-11-02,PRO EDITION,PRO CONSUMER,12.392413751
2008-11-02,ENTERPRISE,ENTERPRISE ADMIN,21.405741773
2008-11-02,ENTERPRISE,ENTERPRISE DEVELOPER,28.540989031
2008-11-02,ENTERPRISE,ENTERPRISE COLLABORATOR,14.270494516
2008-11-02,ENTERPRISE,ENTERPRISE CONSUMER,7.135247258
2008-11-03,PRO EDITION,PRO ADMIN,35.913027759
2008-11-03,PRO EDITION,PRO DEVELOPER,59.855046265
2008-11-03,PRO EDITION,PRO CONSUMER,23.942018506
2008-11-03,ENTERPRISE,ENTERPRISE ADMIN,41.355677431
2008-11-03,ENTERPRISE,ENTERPRISE DEVELOPER,55.140903242
2008-11-03,ENTERPRISE,ENTERPRISE COLLABORATOR,27.570451621
2008-11-03,ENTERPRISE,ENTERPRISE CONSUMER,13.78522581
2008-11-04,PRO EDITION,PRO ADMIN,46.494962927
2008-11-04,PRO EDITION,PRO DEVELOPER,77.491604878
2008-11-04,PRO EDITION,PRO CONSUMER,30.996641951
